Datetime,UnixTime,Pressure,FlowF,Total
20-02-2024 12:00,1708405200,2.03,26.8,885931.8
20-02-2024 12:15,1708406100,2.07,25.2,885938.1
20-02-2024 12:30,1708407000,2.07,22.8,885943.8
20-02-2024 12:45,1708407900,1.99,22,885949.3
20-02-2024 13:00,1708408800,2.08,22,885954.8
20-02-2024 13:15,1708409700,2.06,18.8,885959.5
20-02-2024 13:30,1708410600,2.09,23.6,885965.4
20-02-2024 13:45,1708411500,2.06,19.6,885970.3
20-02-2024 14:00,1708412400,2.01,23.2,885976.1
20-02-2024 14:15,1708413300,2.05,22,885981.6
20-02-2024 14:30,1708414200,2.11,21.2,885986.9
20-02-2024 14:45,1708415100,2.1,21.6,885992.3
20-02-2024 15:00,1708416000,1.95,24.8,885998.5
20-02-2024 15:15,1708416900,1.9,30.4,886006.1
20-02-2024 15:30,1708417800,2.02,30,886013.6
20-02-2024 15:45,1708418700,1.92,26.4,886020.2
20-02-2024 16:00,1708419600,2.1,26,886026.7
20-02-2024 16:15,1708420500,2.03,27.2,886033.5
20-02-2024 16:30,1708421400,1.91,28.4,886040.6
20-02-2024 16:45,1708422300,1.98,34.4,886049.2
20-02-2024 17:00,1708423200,1.93,36.4,886058.3
20-02-2024 17:15,1708424100,1.71,39.6,886068.2
20-02-2024 17:30,1708425000,1.79,42,886078.7
20-02-2024 17:45,1708425900,1.77,43.6,886089.6
20-02-2024 18:00,1708426800,1.91,42.8,886100.3
20-02-2024 18:15,1708427700,1.8,42.4,886110.9
20-02-2024 18:30,1708428600,1.85,45.6,886122.3
20-02-2024 18:45,1708429500,1.9,39.6,886132.2
20-02-2024 19:00,1708430400,1.99,34,886140.7
20-02-2024 19:15,1708431300,1.95,31.6,886148.6
20-02-2024 19:30,1708432200,2.02,28.8,886155.8
20-02-2024 19:45,1708433100,2.03,29.2,886163.1
20-02-2024 20:00,1708434000,1.99,26.8,886169.8
20-02-2024 20:15,1708434900,2.09,26,886176.3
20-02-2024 20:30,1708435800,2.07,23.2,886182.1
20-02-2024 20:45,1708436700,2.07,24.4,886188.2
20-02-2024 21:00,1708437600,2.03,23.2,886194
20-02-2024 21:15,1708438500,2.06,24.4,886200.1
20-02-2024 21:30,1708439400,2.02,24.8,886206.3
20-02-2024 21:45,1708440300,2.08,24.4,886212.4
20-02-2024 22:00,1708441200,2.08,24.8,886218.6
20-02-2024 22:15,1708442100,1.54,18.4,886223.2
20-02-2024 22:30,1708443000,1.58,17.6,886227.6
20-02-2024 22:45,1708443900,1.64,11.2,886230.4
20-02-2024 23:00,1708444800,1.61,11.2,886233.2
20-02-2024 23:15,1708445700,1.62,10.4,886235.8
20-02-2024 23:30,1708446600,1.64,9.2,886238.1
20-02-2024 23:45,1708447500,1.65,8,886240.1
21-02-2024 0:00,1708448400,1.65,7.6,886242
21-02-2024 0:15,1708449300,1.65,7.6,886243.9
21-02-2024 0:30,1708450200,1.65,7.6,886245.8
21-02-2024 0:45,1708451100,1.64,7.2,886247.6
21-02-2024 1:00,1708452000,1.66,6.8,886249.3
21-02-2024 1:15,1708452900,1.65,6.8,886251
21-02-2024 1:30,1708453800,1.64,6.8,886252.7
21-02-2024 1:45,1708454700,1.66,6.8,886254.4
21-02-2024 2:00,1708455600,1.66,6.8,886256.1
21-02-2024 2:15,1708456500,1.66,7.2,886257.9
21-02-2024 2:30,1708457400,1.66,6.8,886259.6
21-02-2024 2:45,1708458300,1.68,6.8,886261.3
21-02-2024 3:00,1708459200,1.67,6.8,886263
21-02-2024 3:15,1708460100,1.68,6.8,886264.7
21-02-2024 3:30,1708461000,1.68,7.2,886266.5
21-02-2024 3:45,1708461900,1.67,8,886268.5
21-02-2024 4:00,1708462800,1.66,8.8,886270.7
21-02-2024 4:15,1708463700,1.67,9.6,886273.1
21-02-2024 4:30,1708464600,1.67,8.8,886275.3
21-02-2024 4:45,1708465500,1.65,10.8,886278
21-02-2024 5:00,1708466400,1.62,12.4,886281.1
21-02-2024 5:15,1708467300,2.12,13.6,886284.5
21-02-2024 5:30,1708468200,2.02,20.8,886289.7
21-02-2024 5:45,1708469100,2.05,20.4,886294.8
21-02-2024 6:00,1708470000,2.03,26,886301.3
21-02-2024 6:15,1708470900,1.99,30.4,886308.9
21-02-2024 6:30,1708471800,1.95,34.4,886317.5
21-02-2024 6:45,1708472700,1.95,32,886325.5
21-02-2024 7:00,1708473600,1.98,31.6,886333.4
21-02-2024 7:15,1708474500,1.98,31.2,886341.2
21-02-2024 7:30,1708475400,2.12,28,886348.2
21-02-2024 7:45,1708476300,2.04,23.6,886354.1
21-02-2024 8:00,1708477200,1.94,26.4,886360.7
21-02-2024 8:15,1708478100,1.96,26,886367.2
21-02-2024 8:30,1708479000,1.93,26.8,886373.9
21-02-2024 8:45,1708479900,2.01,26.4,886380.5
21-02-2024 9:00,1708480800,2.08,26,886387
21-02-2024 9:15,1708481700,2.02,28,886394
21-02-2024 9:30,1708482600,2.02,26,886400.5
21-02-2024 9:45,1708483500,1.96,28.4,886407.6
21-02-2024 10:00,1708484400,2.03,30.8,886415.3
21-02-2024 10:15,1708485300,1.96,29.6,886422.7
21-02-2024 10:30,1708486200,1.87,26.4,886429.3
21-02-2024 10:45,1708487100,1.94,29.6,886436.7
21-02-2024 11:00,1708488000,2.04,31.2,886444.5
21-02-2024 11:15,1708488900,1.99,32.4,886452.6
21-02-2024 11:30,1708489800,2.02,32.4,886460.7
21-02-2024 11:45,1708490700,2.06,26,886467.2
21-02-2024 12:00,1708491600,2,28,886474.2
21-02-2024 12:15,1708492500,2.08,26,886480.7
21-02-2024 12:30,1708493400,1.95,28,886487.7
21-02-2024 12:45,1708494300,2.04,26.4,886494.3
21-02-2024 13:00,1708495200,2.03,25.6,886500.7
21-02-2024 13:15,1708496100,2.08,25.1,886507
21-02-2024 13:30,1708497000,2.08,24.8,886513.2
21-02-2024 13:45,1708497900,2.04,21.6,886518.6
21-02-2024 14:00,1708498800,2.03,22,886524.1
21-02-2024 14:15,1708499700,2.02,25.2,886530.4
21-02-2024 14:30,1708500600,2.02,23.2,886536.2
21-02-2024 14:45,1708501500,1.93,26.8,886542.9
21-02-2024 15:00,1708502400,2,26,886549.4
21-02-2024 15:15,1708503300,2.03,24,886555.4
21-02-2024 15:30,1708504200,2.03,26.8,886562.1
21-02-2024 15:45,1708505100,1.97,27.2,886568.9
21-02-2024 16:00,1708506000,2.04,27.2,886575.7
21-02-2024 16:15,1708506900,1.99,24.4,886581.8
21-02-2024 16:30,1708507800,1.92,28.4,886588.9
21-02-2024 16:45,1708508700,1.86,36.8,886598.1
21-02-2024 17:00,1708509600,1.94,36.4,886607.2
21-02-2024 17:15,1708510500,1.75,43.2,886618
21-02-2024 17:30,1708511400,1.7,41.2,886628.3
21-02-2024 17:45,1708512300,1.69,45.6,886639.7
21-02-2024 18:00,1708513200,1.82,47.2,886651.5
21-02-2024 18:15,1708514100,2.02,41.2,886661.8
21-02-2024 18:30,1708515000,1.93,37.6,886671.2
21-02-2024 18:45,1708515900,1.98,34.4,886679.8
21-02-2024 19:00,1708516800,1.93,37.6,886689.2
21-02-2024 19:15,1708517700,2.01,32,886697.2
21-02-2024 19:30,1708518600,2.01,29.6,886704.6
21-02-2024 19:45,1708519500,2.01,28,886711.6
21-02-2024 20:00,1708520400,2.04,26.4,886718.2
21-02-2024 20:15,1708521300,2.03,25.2,886724.5
21-02-2024 20:30,1708522200,2.05,27.2,886731.3
21-02-2024 20:45,1708523100,2.01,26.4,886737.9
21-02-2024 21:00,1708524000,2.08,27.6,886744.8
21-02-2024 21:15,1708524900,2.07,23.2,886750.6
21-02-2024 21:30,1708525800,2.04,20.8,886755.8
21-02-2024 21:45,1708526700,1.58,19.6,886760.7
21-02-2024 22:00,1708527600,1.62,16,886764.7
21-02-2024 22:15,1708528500,1.64,16,886768.7
21-02-2024 22:30,1708529400,1.63,17.2,886773
21-02-2024 22:45,1708530300,1.65,15.6,886776.9
21-02-2024 23:00,1708531200,1.66,11.2,886779.7
21-02-2024 23:15,1708532100,1.66,11.6,886782.6
21-02-2024 23:30,1708533000,1.68,9.6,886785
21-02-2024 23:45,1708533900,1.69,8,886787
22-02-2024 0:00,1708534800,1.68,7.6,886788.9
22-02-2024 0:15,1708535700,1.69,7.2,886790.7
22-02-2024 0:30,1708536600,1.7,6.8,886792.4
22-02-2024 0:45,1708537500,1.67,6.4,886794
22-02-2024 1:00,1708538400,1.69,6.8,886795.7
22-02-2024 1:15,1708539300,1.7,6,886797.2
22-02-2024 1:30,1708540200,1.69,6.8,886798.9
22-02-2024 1:45,1708541100,1.69,5.6,886800.3
22-02-2024 2:00,1708542000,1.69,5.6,886801.7
22-02-2024 2:15,1708542900,1.7,5.2,886803
22-02-2024 2:30,1708543800,1.69,5.6,886804.4
22-02-2024 2:45,1708544700,1.7,6,886805.9
22-02-2024 3:00,1708545600,1.7,5.6,886807.3
22-02-2024 3:15,1708546500,1.71,5.6,886808.7
22-02-2024 3:30,1708547400,1.7,6,886810.2
22-02-2024 3:45,1708548300,1.7,6.4,886811.8
22-02-2024 4:00,1708549200,1.69,7.6,886813.7
22-02-2024 4:15,1708550100,1.67,8.4,886815.8
22-02-2024 4:30,1708551000,1.68,8.4,886817.9
22-02-2024 4:45,1708551900,1.65,9.2,886820.2
22-02-2024 5:00,1708552800,2.11,18.4,886824.8
22-02-2024 5:15,1708553700,2.12,16,886828.8
22-02-2024 5:30,1708554600,2.11,13.2,886832.1
22-02-2024 5:45,1708555500,2.07,17.6,886836.5
22-02-2024 6:00,1708556400,2.01,23.6,886842.4
22-02-2024 6:15,1708557300,1.95,32,886850.4
22-02-2024 6:30,1708558200,2.05,32,886858.4
22-02-2024 6:45,1708559100,1.99,32,886866.4
22-02-2024 7:00,1708560000,2,31.6,886874.3
22-02-2024 7:15,1708560900,1.9,32,886882.3
22-02-2024 7:30,1708561800,1.95,30.8,886890
22-02-2024 7:45,1708562700,1.95,31.2,886897.8
22-02-2024 8:00,1708563600,2.06,29.2,886905.1
22-02-2024 8:15,1708564500,2.03,25.2,886911.4
22-02-2024 8:30,1708565400,1.94,29.2,886918.7
22-02-2024 8:45,1708566300,1.95,31.2,886926.5
22-02-2024 9:00,1708567200,1.86,28.8,886933.7
22-02-2024 9:15,1708568100,1.92,28.8,886940.9
22-02-2024 9:30,1708569000,1.95,29.2,886948.2
22-02-2024 9:45,1708569900,1.95,31.2,886956
22-02-2024 10:00,1708570800,1.91,29.6,886963.4
22-02-2024 10:15,1708571700,1.94,32,886971.4
22-02-2024 10:30,1708572600,2.06,25.2,886977.7
22-02-2024 10:45,1708573500,1.95,26,886984.2
22-02-2024 11:00,1708574400,2.06,28.4,886991.3
22-02-2024 11:15,1708575300,1.91,30,886998.8
22-02-2024 11:30,1708576200,1.97,31.2,887006.6
22-02-2024 11:45,1708577100,1.93,31.6,887014.5
22-02-2024 12:00,1708578000,2.04,29.2,887021.8
22-02-2024 12:15,1708578900,2.04,26.4,887028.4
22-02-2024 12:30,1708579800,2.05,26,887034.9
22-02-2024 12:45,1708580700,2.06,21.6,887040.3
22-02-2024 13:00,1708581600,2,20,887045.3
22-02-2024 13:15,1708582500,2.06,21.2,887050.6
22-02-2024 13:30,1708583400,2.06,21.2,887055.9
22-02-2024 13:45,1708584300,2.08,21.2,887061.2
22-02-2024 14:00,1708585200,2.05,21.6,887066.6
22-02-2024 14:15,1708586100,2.04,21.6,887072
22-02-2024 14:30,1708587000,2.08,22,887077.5
22-02-2024 14:45,1708587900,2.04,20,887082.5
22-02-2024 15:00,1708588800,2.1,23.2,887088.3
22-02-2024 15:15,1708589700,1.99,23.2,887094.1
22-02-2024 15:30,1708590600,2.01,22.8,887099.8
22-02-2024 15:45,1708591500,2.04,22.4,887105.4
22-02-2024 16:00,1708592400,2.04,24,887111.4
22-02-2024 16:15,1708593300,2.04,23.6,887117.3
22-02-2024 16:30,1708594200,1.96,26.8,887124
22-02-2024 16:45,1708595100,1.93,31.6,887131.9
22-02-2024 17:00,1708596000,1.9,35.6,887140.8
22-02-2024 17:15,1708596900,1.84,35.2,887149.6
22-02-2024 17:30,1708597800,1.81,39.6,887159.5
22-02-2024 17:45,1708598700,1.7,42.8,887170.2
22-02-2024 18:00,1708599600,1.86,42,887180.7
22-02-2024 18:15,1708600500,1.97,42.4,887191.3
22-02-2024 18:30,1708601400,1.93,37.6,887200.7
22-02-2024 18:45,1708602300,1.99,37.2,887210
22-02-2024 19:00,1708603200,1.93,34.8,887218.7
22-02-2024 19:15,1708604100,2.01,33.6,887227.1
22-02-2024 19:30,1708605000,2.01,28.4,887234.2
22-02-2024 19:45,1708605900,1.97,30,887241.7
22-02-2024 20:00,1708606800,2.05,31.2,887249.5
22-02-2024 20:15,1708607700,2.05,26,887256
22-02-2024 20:30,1708608600,2.03,28.8,887263.2
22-02-2024 20:45,1708609500,1.88,30.8,887270.9
22-02-2024 21:00,1708610400,1.99,30.4,887278.5
22-02-2024 21:15,1708611300,2.02,27.6,887285.4
22-02-2024 21:30,1708612200,1.9,28.4,887292.5
22-02-2024 21:45,1708613100,1.58,24.4,887298.6
22-02-2024 22:00,1708614000,1.59,20,887303.6
22-02-2024 22:15,1708614900,1.67,14.4,887307.2
22-02-2024 22:30,1708615800,1.68,14.8,887310.9
22-02-2024 22:45,1708616700,1.66,14,887314.4
22-02-2024 23:00,1708617600,1.67,12.4,887317.5
22-02-2024 23:15,1708618500,1.67,11.6,887320.4
22-02-2024 23:30,1708619400,1.69,9.2,887322.7
22-02-2024 23:45,1708620300,1.69,8,887324.7
23-02-2024 0:00,1708621200,1.69,8,887326.7
23-02-2024 0:15,1708622100,1.69,8,887328.7
23-02-2024 0:30,1708623000,1.69,7.6,887330.6
23-02-2024 0:45,1708623900,1.68,7.2,887332.4
23-02-2024 1:00,1708624800,1.69,6.8,887334.1
23-02-2024 1:15,1708625700,1.7,6.4,887335.7
23-02-2024 1:30,1708626600,1.7,6.8,887337.4
23-02-2024 1:45,1708627500,1.7,6.8,887339.1
23-02-2024 2:00,1708628400,1.7,6,887340.6
23-02-2024 2:15,1708629300,1.7,6,887342.1
23-02-2024 2:30,1708630200,1.7,5.6,887343.5
23-02-2024 2:45,1708631100,1.7,5.6,887344.9
23-02-2024 3:00,1708632000,1.71,5.6,887346.3
23-02-2024 3:15,1708632900,1.71,5.6,887347.7
23-02-2024 3:30,1708633800,1.7,6,887349.2
23-02-2024 3:45,1708634700,1.71,6.4,887350.8
23-02-2024 4:00,1708635600,1.7,7.2,887352.6
23-02-2024 4:15,1708636500,1.7,8.8,887354.8
23-02-2024 4:30,1708637400,1.71,8.8,887357
23-02-2024 4:45,1708638300,1.73,9.6,887359.4
23-02-2024 5:00,1708639200,2.1,16.8,887363.6
23-02-2024 5:15,1708640100,2.1,16,887367.6
23-02-2024 5:30,1708641000,2.12,16,887371.6
23-02-2024 5:45,1708641900,2.07,19.6,887376.5
23-02-2024 6:00,1708642800,1.99,23.6,887382.4
23-02-2024 6:15,1708643700,1.92,32.4,887390.5
23-02-2024 6:30,1708644600,1.85,34.8,887399.2
23-02-2024 6:45,1708645500,1.94,34.4,887407.8
23-02-2024 7:00,1708646400,1.99,29.6,887415.2
23-02-2024 7:15,1708647300,2.04,32.8,887423.4
23-02-2024 7:30,1708648200,1.93,32.4,887431.5
23-02-2024 7:45,1708649100,1.94,31.2,887439.3
23-02-2024 8:00,1708650000,2.05,28,887446.3
23-02-2024 8:15,1708650900,2.03,27.2,887453.1
23-02-2024 8:30,1708651800,2.07,25.6,887459.5
23-02-2024 8:45,1708652700,1.97,24.4,887465.6
23-02-2024 9:00,1708653600,2.01,24.8,887471.8
23-02-2024 9:15,1708654500,2,25.2,887478.1
23-02-2024 9:30,1708655400,1.95,28.8,887485.3
23-02-2024 9:45,1708656300,2.06,28,887492.3
23-02-2024 10:00,1708657200,1.93,27.6,887499.2
23-02-2024 10:15,1708658100,2.05,24.8,887505.4
23-02-2024 10:30,1708659000,1.93,26.8,887512.1
23-02-2024 10:45,1708659900,1.93,30.8,887519.8
23-02-2024 11:00,1708660800,1.98,32.8,887528
23-02-2024 11:15,1708661700,1.87,32.8,887536.2
23-02-2024 11:30,1708662600,1.84,34.8,887544.9
23-02-2024 11:45,1708663500,2.03,34.4,887553.5
23-02-2024 12:00,1708664400,2.04,27.6,887560.4
23-02-2024 12:15,1708665300,2.07,27.6,887567.3
23-02-2024 12:30,1708666200,2.08,25.6,887573.7
23-02-2024 12:45,1708667100,2.1,21.6,887579.1
23-02-2024 13:00,1708668000,2.04,22.4,887584.7
23-02-2024 13:15,1708668900,2.1,22.8,887590.4
23-02-2024 13:30,1708669800,2.07,23.2,887596.2
23-02-2024 13:45,1708670700,2.03,22.4,887601.8
23-02-2024 14:00,1708671600,1.97,26,887608.3
23-02-2024 14:15,1708672500,2.08,24.8,887614.5
23-02-2024 14:30,1708673400,2.01,26.4,887621.1
23-02-2024 14:45,1708674300,2.05,26,887627.6
23-02-2024 15:00,1708675200,2.09,24.4,887633.7
23-02-2024 15:15,1708676100,1.98,27.2,887640.5
23-02-2024 15:30,1708677000,1.97,25.2,887646.8
23-02-2024 15:45,1708677900,1.94,32.4,887654.9
23-02-2024 16:00,1708678800,1.96,31.6,887662.8
23-02-2024 16:15,1708679700,1.98,31.2,887670.6
23-02-2024 16:30,1708680600,1.94,29.6,887678
23-02-2024 16:45,1708681500,1.95,31.6,887685.9
23-02-2024 17:00,1708682400,1.8,32.4,887694
23-02-2024 17:15,1708683300,1.83,36.8,887703.2
23-02-2024 17:30,1708684200,1.88,37.2,887712.5
23-02-2024 17:45,1708685100,1.88,38.8,887722.2
23-02-2024 18:00,1708686000,1.77,39.2,887732
23-02-2024 18:15,1708686900,1.82,38.8,887741.7
23-02-2024 18:30,1708687800,1.88,38.4,887751.3
23-02-2024 18:45,1708688700,1.85,40.8,887761.5
23-02-2024 19:00,1708689600,1.97,37.6,887770.9
23-02-2024 19:15,1708690500,1.91,34.8,887779.6
23-02-2024 19:30,1708691400,2,32.4,887787.7
23-02-2024 19:45,1708692300,1.95,30,887795.2
23-02-2024 20:00,1708693200,2.01,28.8,887802.4
23-02-2024 20:15,1708694100,1.99,28.4,887809.5
23-02-2024 20:30,1708695000,2.07,28.8,887816.7
23-02-2024 20:45,1708695900,2.08,28.8,887823.9
23-02-2024 21:00,1708696800,2.05,26.4,887830.5
23-02-2024 21:15,1708697700,1.55,22,887836
23-02-2024 21:30,1708698600,1.54,16,887840
23-02-2024 21:45,1708699500,1.47,16,887844
23-02-2024 22:00,1708700400,1.52,16.8,887848.2
23-02-2024 22:15,1708701300,1.53,15.6,887852.1
23-02-2024 22:30,1708702200,1.55,12.8,887855.3
23-02-2024 22:45,1708703100,1.6,10.8,887858
23-02-2024 23:00,1708704000,1.59,9.6,887860.4
23-02-2024 23:15,1708704900,1.58,8.8,887862.6
23-02-2024 23:30,1708705800,1.61,8.8,887864.8
23-02-2024 23:45,1708706700,1.61,7.6,887866.7
24-02-2024 0:00,1708707600,1.62,6.8,887868.4
24-02-2024 0:15,1708708500,1.6,6.4,887870
24-02-2024 0:30,1708709400,1.62,6.8,887871.7
24-02-2024 0:45,1708710300,1.61,6.8,887873.4
24-02-2024 1:00,1708711200,1.62,7.6,887875.3
24-02-2024 1:15,1708712100,1.6,6,887876.8
24-02-2024 1:30,1708713000,1.62,5.6,887878.2
24-02-2024 1:45,1708713900,1.62,5.2,887879.5
24-02-2024 2:00,1708714800,1.61,5.6,887880.9
24-02-2024 2:15,1708715700,1.62,5.2,887882.2
24-02-2024 2:30,1708716600,1.62,5.2,887883.5
24-02-2024 2:45,1708717500,1.62,5.2,887884.8
24-02-2024 3:00,1708718400,1.63,5.6,887886.2
24-02-2024 3:15,1708719300,1.63,5.2,887887.5
24-02-2024 3:30,1708720200,1.62,6,887889
24-02-2024 3:45,1708721100,1.62,7.2,887890.8
24-02-2024 4:00,1708722000,1.62,7.2,887892.6
24-02-2024 4:15,1708722900,1.62,8.4,887894.7
24-02-2024 4:30,1708723800,1.63,7.6,887896.6
24-02-2024 4:45,1708724700,1.73,9.2,887898.9
24-02-2024 5:00,1708725600,2.1,18.4,887903.5
24-02-2024 5:15,1708726500,2.08,16.8,887907.7
24-02-2024 5:30,1708727400,2.12,18.4,887912.3
24-02-2024 5:45,1708728300,2.07,18.4,887916.9
24-02-2024 6:00,1708729200,2.08,24,887922.9
24-02-2024 6:15,1708730100,2.09,25.6,887929.3
24-02-2024 6:30,1708731000,2.01,25.2,887935.6
24-02-2024 6:45,1708731900,2,29.2,887942.9
24-02-2024 7:00,1708732800,1.96,26,887949.4
24-02-2024 7:15,1708733700,1.98,29.2,887956.7
24-02-2024 7:30,1708734600,1.98,27.6,887963.6
24-02-2024 7:45,1708735500,1.96,30.8,887971.3
24-02-2024 8:00,1708736400,2.04,29.6,887978.7
24-02-2024 8:15,1708737300,2.03,29.2,887986
24-02-2024 8:30,1708738200,2.02,28.8,887993.2
24-02-2024 8:45,1708739100,1.98,29.2,888000.5
24-02-2024 9:00,1708740000,1.97,28,888007.5
24-02-2024 9:15,1708740900,2.02,26,888014
24-02-2024 9:30,1708741800,1.98,24,888020
24-02-2024 9:45,1708742700,1.99,27.6,888026.9
24-02-2024 10:00,1708743600,2.06,28.8,888034.1
24-02-2024 10:15,1708744500,1.87,33.2,888042.4
24-02-2024 10:30,1708745400,1.82,36.4,888051.5
24-02-2024 10:45,1708746300,2.04,30.8,888059.2
24-02-2024 11:00,1708747200,1.98,30,888066.7
24-02-2024 11:15,1708748100,1.9,29.2,888074
24-02-2024 11:30,1708749000,2.06,27.6,888080.9
24-02-2024 11:45,1708749900,1.97,25.6,888087.3
24-02-2024 12:00,1708750800,1.94,25.6,888093.7
24-02-2024 12:15,1708751700,2.03,28.4,888100.8
24-02-2024 12:30,1708752600,2.05,24.8,888107
24-02-2024 12:45,1708753500,2.04,22.4,888112.6
24-02-2024 13:00,1708754400,2.02,21.6,888118
24-02-2024 13:15,1708755300,2.05,21.6,888123.4
24-02-2024 13:30,1708756200,2.05,20.8,888128.6
24-02-2024 13:45,1708757100,1.92,20.8,888133.8
24-02-2024 14:00,1708758000,1.95,23.6,888139.7
24-02-2024 14:15,1708758900,1.99,26,888146.2
24-02-2024 14:30,1708759800,1.99,25.2,888152.5
24-02-2024 14:45,1708760700,2.01,27.6,888159.4
24-02-2024 15:00,1708761600,2.01,24.4,888165.5
24-02-2024 15:15,1708762500,2.03,23.6,888171.4
24-02-2024 15:30,1708763400,2.01,29.6,888178.8
24-02-2024 15:45,1708764300,1.93,26.4,888185.4
24-02-2024 16:00,1708765200,1.99,27.2,888192.2
24-02-2024 16:15,1708766100,2,28.4,888199.3
24-02-2024 16:30,1708767000,2.04,33.6,888207.7
24-02-2024 16:45,1708767900,1.85,35.2,888216.5
24-02-2024 17:00,1708768800,1.79,39.6,888226.4
24-02-2024 17:15,1708769700,1.69,41.6,888236.8
24-02-2024 17:30,1708770600,1.83,40.8,888247
24-02-2024 17:45,1708771500,1.79,41.2,888257.3
24-02-2024 18:00,1708772400,1.9,44,888268.3
24-02-2024 18:15,1708773300,1.86,37.6,888277.7
24-02-2024 18:30,1708774200,1.94,38.8,888287.4
24-02-2024 18:45,1708775100,1.94,36,888296.4
24-02-2024 19:00,1708776000,1.96,32.8,888304.6
24-02-2024 19:15,1708776900,1.99,26.8,888311.3
24-02-2024 19:30,1708777800,2.05,28,888318.3
24-02-2024 19:45,1708778700,2,26.8,888325
24-02-2024 20:00,1708779600,2.03,28.8,888332.2
24-02-2024 20:15,1708780500,2.01,25.6,888338.6
24-02-2024 20:30,1708781400,2.06,24.4,888344.7
24-02-2024 20:45,1708782300,2.09,21.6,888350.1
24-02-2024 21:00,1708783200,2.05,20.4,888355.2
24-02-2024 21:15,1708784100,2.03,20.4,888360.3
24-02-2024 21:30,1708785000,2.03,21.6,888365.7
24-02-2024 21:45,1708785900,2.13,19.2,888370.5
24-02-2024 22:00,1708786800,1.55,18,888375
24-02-2024 22:15,1708787700,1.65,12.8,888378.2
24-02-2024 22:30,1708788600,1.66,12,888381.2
24-02-2024 22:45,1708789500,1.64,11.6,888384.1
24-02-2024 23:00,1708790400,1.64,11.2,888386.9
24-02-2024 23:15,1708791300,1.63,10.4,888389.5
24-02-2024 23:30,1708792200,1.66,8.8,888391.7
24-02-2024 23:45,1708793100,1.69,8.4,888393.8
25-02-2024 0:00,1708794000,1.69,7.6,888395.7
25-02-2024 0:15,1708794900,1.65,7.6,888397.6
25-02-2024 0:30,1708795800,1.65,7.6,888399.5
25-02-2024 0:45,1708796700,1.66,7.2,888401.3
25-02-2024 1:00,1708797600,1.66,6.4,888402.9
25-02-2024 1:15,1708798500,1.67,6.8,888404.6
25-02-2024 1:30,1708799400,1.67,6.4,888406.2
25-02-2024 1:45,1708800300,1.67,6.4,888407.8
25-02-2024 2:00,1708801200,1.69,6.4,888409.4
25-02-2024 2:15,1708802100,1.68,6,888410.9
25-02-2024 2:30,1708803000,1.67,6.4,888412.5
25-02-2024 2:45,1708803900,1.67,6.4,888414.1
25-02-2024 3:00,1708804800,1.68,6.4,888415.7
25-02-2024 3:15,1708805700,1.69,6.8,888417.4
25-02-2024 3:30,1708806600,1.68,7.2,888419.2
25-02-2024 3:45,1708807500,1.66,6.8,888420.9
25-02-2024 4:00,1708808400,1.67,8,888422.9
25-02-2024 4:15,1708809300,1.67,9.2,888425.2
25-02-2024 4:30,1708810200,1.68,8.4,888427.3
25-02-2024 4:45,1708811100,1.69,10,888429.8
25-02-2024 5:00,1708812000,1.72,10.8,888432.5
25-02-2024 5:15,1708812900,2.09,13.2,888435.8
25-02-2024 5:30,1708813800,2.12,15.6,888439.7
25-02-2024 5:45,1708814700,2.14,17.2,888444
25-02-2024 6:00,1708815600,2.05,20.4,888449.1
25-02-2024 6:15,1708816500,2.04,24,888455.1
25-02-2024 6:30,1708817400,2.01,28,888462.1
25-02-2024 6:45,1708818300,2.06,30.8,888469.8
25-02-2024 7:00,1708819200,1.75,39.2,888479.6
25-02-2024 7:15,1708820100,1.91,37.6,888489
25-02-2024 7:30,1708821000,1.88,35.6,888497.9
25-02-2024 7:45,1708821900,1.95,35.2,888506.7
25-02-2024 8:00,1708822800,1.98,33.6,888515.1
25-02-2024 8:15,1708823700,1.89,33.2,888523.4
25-02-2024 8:30,1708824600,1.83,36,888532.4
25-02-2024 8:45,1708825500,1.89,36,888541.4
25-02-2024 9:00,1708826400,1.98,35.6,888550.3
25-02-2024 9:15,1708827300,2.06,31.2,888558.1
25-02-2024 9:30,1708828200,2.02,28.8,888565.3
25-02-2024 9:45,1708829100,1.92,29.2,888572.6
25-02-2024 10:00,1708830000,1.97,34.4,888581.2
25-02-2024 10:15,1708830900,1.99,33.2,888589.5
25-02-2024 10:30,1708831800,1.98,31.6,888597.4
25-02-2024 10:45,1708832700,1.95,36.8,888606.6
25-02-2024 11:00,1708833600,1.93,31.2,888614.4
25-02-2024 11:15,1708834500,1.94,30.8,888622.1
25-02-2024 11:30,1708835400,1.98,32.4,888630.2
25-02-2024 11:45,1708836300,2.01,29.2,888637.5
25-02-2024 12:00,1708837200,2.01,26.8,888644.2
25-02-2024 12:15,1708838100,2.09,24.4,888650.3
25-02-2024 12:30,1708839000,2.01,22.4,888655.9
25-02-2024 12:45,1708839900,2.07,22.4,888661.5
25-02-2024 13:00,1708840800,2.09,23.2,888667.3
25-02-2024 13:15,1708841700,2.05,19.6,888672.2
25-02-2024 13:30,1708842600,2.11,21.6,888677.6
25-02-2024 13:45,1708843500,2.05,22,888683.1
25-02-2024 14:00,1708844400,2.03,23.6,888689
25-02-2024 14:15,1708845300,2.09,24,888695
25-02-2024 14:30,1708846200,2.06,22.8,888700.7
